rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
3673	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	173341	3	3	3	1	0	2	0	0	1	0	0.214	0.668	0.596	0.0589	0.501	0.347	1.000
3674	C3orf14	chromosome 3 open reading frame 14	214869	2	2	2	0	1	0	1	0	0	0	0.238	0.745	0.0720	0.327	0.451	0.347	1.000
3675	ZDHHC11	zinc finger, DHHC-type containing 11	579101	6	6	6	6	2	1	0	0	3	0	0.793	0.983	0.368	0.0566	0.135	0.347	1.000
3676	RTF1	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	922959	4	4	4	1	1	1	0	1	1	0	0.902	0.635	0.0878	0.0795	0.119	0.347	1.000
3677	RHBDL3	rhomboid, veinlet-like 3 (Drosophila)	614083	4	4	4	2	0	2	1	1	0	0	0.937	0.780	0.266	0.0350	0.115	0.347	1.000
3678	PRODH2	proline dehydrogenase (oxidase) 2	722137	11	11	11	3	2	5	0	2	2	0	0.462	0.422	0.243	0.169	0.233	0.347	1.000
3679	OLIG3	oligodendrocyte transcription factor 3	333434	8	7	8	2	3	2	1	0	2	0	0.235	0.352	0.555	0.246	0.458	0.348	1.000
3680	EIF1B	eukaryotic translation initiation factor 1B	194671	2	2	2	1	0	0	2	0	0	0	0.445	0.950	0.288	0.0737	0.242	0.348	1.000
3681	SFTPB	surfactant, pulmonary-associated protein B	527662	7	7	7	0	0	2	0	0	5	0	0.155	0.223	0.478	0.842	0.696	0.348	1.000
3682	KRT25	keratin 25	754795	11	11	11	4	0	4	3	0	4	0	0.793	0.718	0.0678	0.911	0.136	0.348	1.000
3683	OR10J1	olfactory receptor, family 10, subfamily J, member 1	527015	16	16	16	5	1	7	3	4	1	0	0.703	0.478	0.0775	0.857	0.153	0.348	1.000
3684	FMO4	flavin containing monooxygenase 4	931010	7	7	7	3	1	2	2	0	2	0	0.988	0.821	0.0592	0.445	0.109	0.348	1.000
3685	ARHGAP26	Rho GTPase activating protein 26	1325866	2	2	2	4	0	0	1	1	0	0	1.000	0.997	0.0585	0.828	0.108	0.348	1.000
3686	COL12A1	collagen, type XII, alpha 1	5056051	63	56	63	9	3	31	10	4	14	1	0.628	0.0477	0.306	0.0979	0.172	0.348	1.000
3687	DHDDS	dehydrodolichyl diphosphate synthase	565106	2	2	2	1	0	0	2	0	0	0	0.926	0.941	0.0217	0.265	0.117	0.349	1.000
3688	PCSK4	proprotein convertase subtilisin/kexin type 4	688169	8	8	8	2	1	2	0	2	3	0	0.574	0.468	0.124	0.796	0.188	0.349	1.000
3689	TTC22	tetratricopeptide repeat domain 22	343067	4	3	4	0	1	1	0	1	1	0	0.542	0.247	0.128	0.785	0.200	0.349	1.000
3690	SEMA4F	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F	1230362	12	10	12	1	1	7	0	2	2	0	0.684	0.0814	0.126	0.191	0.158	0.349	1.000
3691	LDHAL6B	lactate dehydrogenase A-like 6B	625801	3	3	3	2	1	2	0	0	0	0	0.989	0.883	0.0764	0.356	0.109	0.349	1.000
3692	CD53	CD53 molecule	374881	6	5	6	0	1	1	2	1	1	0	0.108	0.232	0.817	0.761	1.000	0.349	1.000
3693	CHORDC1	cysteine and histidine-rich domain (CHORD)-containing 1	524671	6	6	6	1	0	2	3	1	0	0	0.168	0.681	0.464	0.621	0.644	0.349	1.000
3694	POC5	POC5 centriolar protein homolog (Chlamydomonas)	694439	6	6	6	1	0	1	2	1	2	0	0.401	0.614	0.173	0.341	0.270	0.349	1.000
3695	KIAA0895	KIAA0895	866104	10	10	10	1	1	2	5	1	1	0	0.108	0.332	0.635	0.929	1.000	0.349	1.000
3696	ARHGAP25	Rho GTPase activating protein 25	1103521	18	17	18	3	2	11	1	2	2	0	0.124	0.149	0.724	0.606	0.875	0.349	1.000
3697	LARP4	La ribonucleoprotein domain family, member 4	1217593	12	11	12	2	0	4	0	2	5	1	0.578	0.477	0.204	0.174	0.188	0.350	1.000
3698	ATMIN	ATM interactor	1215704	3	3	3	0	0	3	0	0	0	0	0.991	0.480	0.950	0.00919	0.110	0.350	1.000
3699	GPR55	G protein-coupled receptor 55	525342	9	8	9	3	1	5	2	1	0	0	0.650	0.411	0.188	0.179	0.167	0.350	1.000
3700	RDH10	retinol dehydrogenase 10 (all-trans)	414249	2	2	2	0	1	1	0	0	0	0	0.747	0.492	0.535	0.0988	0.146	0.350	1.000
3701	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1	796071	21	20	21	6	1	9	5	1	5	0	0.498	0.380	0.108	0.685	0.218	0.350	1.000
3702	CCNDBP1	cyclin D-type binding-protein 1	550573	3	3	3	0	1	1	1	0	0	0	0.736	0.371	0.111	0.175	0.148	0.350	1.000
3703	HIST1H1D	histone cluster 1, H1d	365087	6	6	6	3	0	3	2	1	0	0	0.742	0.859	0.0750	0.620	0.147	0.350	1.000
3704	DCP1B	DCP1 decapping enzyme homolog B (S. cerevisiae)	1022563	2	2	2	0	0	0	1	0	1	0	0.997	0.831	0.0671	0.185	0.109	0.350	1.000
3705	IL16	interleukin 16 (lymphocyte chemoattractant factor)	2205154	28	25	28	8	3	18	5	0	2	0	0.995	0.341	0.122	0.267	0.109	0.350	1.000
3706	RPS28	ribosomal protein S28	63951	1	1	1	0	0	0	1	0	0	0	0.350	0.818	NaN	NaN	NaN	0.350	1.000
3707	NBAS	neuroblastoma amplified sequence	3952232	45	41	45	10	1	18	13	6	6	1	1.000	0.358	0.349	0.0698	0.109	0.351	1.000
3708	HSPA13	heat shock protein 70kDa family, member 13	781095	9	9	8	1	2	5	1	0	1	0	0.147	0.284	0.607	0.990	0.742	0.351	1.000
3709	ADAM22	ADAM metallopeptidase domain 22	1578340	15	15	15	2	1	4	1	2	7	0	0.466	0.292	0.150	0.985	0.234	0.351	1.000
3710	LGALS9B	lectin, galactoside-binding, soluble, 9B	380224	4	4	4	2	0	4	0	0	0	0	0.870	0.772	0.579	0.0328	0.126	0.351	1.000
3711	ZBED2	zinc finger, BED-type containing 2	360099	7	6	7	1	2	2	2	0	1	0	0.123	0.466	0.653	0.934	0.885	0.351	1.000
3712	UNG	uracil-DNA glycosylase	513901	5	5	5	1	1	0	2	1	1	0	0.418	0.502	0.507	0.145	0.262	0.351	1.000
3713	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	1364730	20	18	20	2	5	8	4	2	1	0	0.217	0.0155	0.330	0.683	0.503	0.351	1.000
3714	ATP13A5	ATPase type 13A5	2055348	20	19	20	3	2	11	4	1	2	0	0.782	0.178	0.461	0.0364	0.140	0.351	1.000
3715	PDS5A	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	1751276	9	9	9	0	1	4	3	1	0	0	0.891	0.131	0.0676	0.658	0.123	0.351	1.000
3716	C4orf6	chromosome 4 open reading frame 6	135071	1	1	1	0	0	1	0	0	0	0	0.351	0.812	NaN	NaN	NaN	0.351	1.000
3717	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	170671	2	2	2	0	0	0	0	0	2	0	0.169	0.717	0.570	0.655	0.646	0.352	1.000
3718	RNF138	ring finger protein 138	366455	5	5	5	0	0	3	2	0	0	0	0.171	0.420	0.484	0.376	0.642	0.352	1.000
3719	LMAN1L	lectin, mannose-binding, 1 like	724024	9	9	9	2	0	5	1	0	3	0	0.277	0.451	0.228	0.893	0.396	0.352	1.000
3720	CDK8	cyclin-dependent kinase 8	767046	6	6	6	1	1	1	2	0	2	0	0.438	0.592	0.171	0.506	0.250	0.352	1.000
3721	DARS	aspartyl-tRNA synthetase	836064	3	3	3	0	1	1	0	0	1	0	0.876	0.617	0.123	0.488	0.125	0.352	1.000
3722	ZDHHC3	zinc finger, DHHC-type containing 3	548285	2	2	2	0	0	1	1	0	0	0	0.929	0.592	0.317	0.0730	0.118	0.352	1.000
3723	DPRX	divergent-paired related homeobox	320460	5	5	5	1	0	4	0	1	0	0	0.110	0.520	0.649	0.896	1.000	0.352	1.000
3724	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	561388	4	4	4	1	0	2	1	0	1	0	0.585	0.758	0.0896	0.592	0.188	0.353	1.000
3725	ZFP1	zinc finger protein 1 homolog (mouse)	672414	2	2	2	0	1	0	1	0	0	0	0.901	0.575	0.0206	0.424	0.122	0.353	1.000
3726	ACP5	acid phosphatase 5, tartrate resistant	528535	4	3	4	1	0	1	2	1	0	0	0.727	0.720	0.0866	0.526	0.151	0.353	1.000
3727	FAM174A	family with sequence similarity 174, member A	299777	3	3	3	0	1	1	0	1	0	0	0.417	0.317	0.0745	0.995	0.264	0.353	1.000
3728	SLC30A8	solute carrier family 30 (zinc transporter), member 8	622331	8	8	8	3	1	6	1	0	0	0	0.800	0.678	0.101	0.344	0.137	0.353	1.000
3729	FAM173B	family with sequence similarity 173, member B	391255	6	6	6	0	1	0	3	0	2	0	0.124	0.301	0.944	0.588	0.885	0.353	1.000
3730	SYT11	synaptotagmin XI	715034	11	10	11	2	1	4	4	0	2	0	0.303	0.367	0.238	0.590	0.363	0.353	1.000
3731	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	1041372	5	5	5	2	1	2	1	1	0	0	0.992	0.814	0.0746	0.281	0.111	0.353	1.000
3732	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	2448419	24	23	24	8	4	8	9	1	2	0	1.000	0.795	0.0816	0.469	0.110	0.353	1.000
3733	PSMA7	proteasome (prosome, macropain) subunit, alpha type, 7	378417	5	5	5	1	1	2	0	0	2	0	0.170	0.584	0.380	0.837	0.649	0.353	1.000
3734	PKNOX1	PBX/knotted 1 homeobox 1	729415	5	5	5	2	1	0	1	0	3	0	0.904	0.707	0.145	0.0961	0.122	0.353	1.000
3735	GGN	gametogenetin	661779	9	9	9	1	4	3	1	1	0	0	0.282	0.117	0.255	0.794	0.390	0.353	1.000
3736	SLC7A4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4	993829	9	8	9	5	3	4	1	1	0	0	1.000	0.840	0.0550	0.594	0.110	0.353	1.000
3737	GHR	growth hormone receptor	1056054	19	18	19	4	0	12	3	2	2	0	0.239	0.490	0.443	0.220	0.462	0.353	1.000
3738	ZCCHC11	zinc finger, CCHC domain containing 11	2695466	16	15	16	3	3	2	5	1	5	0	0.988	0.496	0.436	0.0325	0.112	0.354	1.000
3739	YIPF4	Yip1 domain family, member 4	357131	3	3	3	0	0	1	0	1	1	0	0.268	0.466	0.433	0.220	0.411	0.354	1.000
3740	C17orf98	chromosome 17 open reading frame 98	259740	3	3	3	1	2	1	0	0	0	0	0.357	0.645	0.387	0.0764	0.309	0.354	1.000
3741	TLL2	tolloid-like 2	1681214	21	20	21	11	2	10	2	1	6	0	1.000	0.865	0.0620	0.331	0.110	0.354	1.000
3742	FEV	FEV (ETS oncogene family)	145613	3	3	3	0	0	1	1	0	1	0	0.110	0.549	0.868	0.767	1.000	0.354	1.000
3743	LCTL	lactase-like	949749	8	8	8	4	2	3	1	0	2	0	0.991	0.818	0.209	0.0482	0.112	0.354	1.000
3744	HMP19	[Not Available]	287661	4	3	4	1	1	1	1	0	1	0	0.331	0.660	0.506	0.115	0.334	0.354	1.000
3745	MARVELD3	MARVEL domain containing 3	756530	3	3	3	2	1	0	1	0	1	0	0.996	0.902	0.493	0.0396	0.111	0.354	1.000
3746	ALOX5AP	arachidonate 5-lipoxygenase-activating protein	275101	2	2	2	0	0	0	1	1	0	0	0.500	0.677	0.0459	0.349	0.221	0.354	1.000
3747	PCDHB1	protocadherin beta 1	1335091	17	17	17	7	2	5	5	3	2	0	0.999	0.814	0.0872	0.181	0.111	0.354	1.000
3748	HIST1H3B	histone cluster 1, H3b	226173	10	10	9	6	0	5	2	0	3	0	0.393	0.860	0.247	0.218	0.281	0.354	1.000
3749	LRRC20	leucine rich repeat containing 20	311107	2	2	2	0	0	1	0	0	1	0	0.711	0.395	0.0156	0.377	0.156	0.354	1.000
3750	LRRN2	leucine rich repeat neuronal 2	1164688	24	22	24	4	3	9	6	2	4	0	0.111	0.126	0.980	0.648	1.000	0.354	1.000
3751	STON2	stonin 2	1490757	16	15	15	7	1	9	4	2	0	0	1.000	0.826	0.150	0.142	0.111	0.355	1.000
3752	BASP1	brain abundant, membrane attached signal protein 1	198510	7	7	7	3	3	3	1	0	0	0	0.338	0.498	0.288	0.397	0.328	0.355	1.000
3753	MRPL14	mitochondrial ribosomal protein L14	243070	3	3	3	0	0	1	1	0	1	0	0.335	0.350	0.869	0.0254	0.332	0.355	1.000
3754	OR4N5	olfactory receptor, family 4, subfamily N, member 5	506797	23	22	23	8	0	10	8	4	1	0	0.295	0.556	0.684	0.107	0.377	0.355	1.000
3755	IDS	iduronate 2-sulfatase (Hunter syndrome)	851825	7	7	7	2	2	4	0	1	0	0	0.809	0.484	0.0679	0.817	0.137	0.355	1.000
3756	GALT	galactose-1-phosphate uridylyltransferase	645064	5	5	5	0	2	1	1	1	0	0	0.507	0.258	0.233	0.180	0.220	0.356	1.000
3757	AGTR2	angiotensin II receptor, type 2	597228	6	6	6	2	2	2	0	2	0	0	0.477	0.651	0.790	0.0704	0.233	0.356	1.000
3758	DNAI1	dynein, axonemal, intermediate chain 1	1125847	2	2	2	4	0	0	1	1	0	0	1.000	0.996	0.0413	0.120	0.111	0.356	1.000
3759	IL21	interleukin 21	276743	2	2	2	0	1	0	0	0	1	0	0.356	0.842	NaN	NaN	NaN	0.356	1.000
3760	EPHX4	epoxide hydrolase 4	530470	6	5	6	3	2	3	1	0	0	0	1.000	0.887	0.244	0.0524	0.111	0.356	1.000
3761	SLC10A3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3	724971	6	6	6	1	1	3	1	0	1	0	0.554	0.268	0.0964	0.256	0.201	0.356	1.000
3762	GNB5	guanine nucleotide binding protein (G protein), beta 5	596542	7	7	7	0	0	3	2	0	2	0	0.255	0.140	0.604	0.137	0.438	0.356	1.000
3763	KLRC1	killer cell lectin-like receptor subfamily C, member 1	377412	5	5	5	0	0	2	1	1	1	0	0.152	0.335	0.453	0.713	0.732	0.356	1.000
3764	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	1062982	24	21	24	7	2	10	4	2	6	0	0.796	0.392	0.102	0.331	0.140	0.356	1.000
3765	NEU4	sialidase 4	463605	13	13	13	4	4	7	1	0	1	0	0.149	0.347	0.587	0.775	0.750	0.356	1.000
3766	SPINK8	serine peptidase inhibitor, Kazal type 8 (putative)	107746	1	1	1	0	0	0	1	0	0	0	0.356	0.877	NaN	NaN	NaN	0.356	1.000
3767	FOXD3	forkhead box D3	246700	5	5	5	1	0	2	3	0	0	0	0.112	0.488	0.401	0.842	1.000	0.356	1.000
3768	GPRASP2	G protein-coupled receptor associated sorting protein 2	1373789	19	18	19	4	0	10	6	1	2	0	0.534	0.531	0.109	0.970	0.209	0.356	1.000
3769	SPERT	spermatid associated	509137	10	9	10	2	1	4	1	4	0	0	0.112	0.358	0.944	0.714	1.000	0.356	1.000
3770	CCDC77	coiled-coil domain containing 77	823029	4	4	4	1	0	1	2	0	1	0	0.858	0.739	0.0707	0.825	0.130	0.356	1.000
3771	PEX16	peroxisomal biogenesis factor 16	527765	3	3	3	0	1	2	0	0	0	0	0.904	0.279	0.633	0.0408	0.124	0.357	1.000
3772	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A	1664605	38	36	38	16	4	20	9	2	3	0	1.000	0.841	0.0679	0.680	0.112	0.357	1.000
3773	TXLNG	taxilin gamma	822302	3	3	3	1	0	0	3	0	0	0	0.911	0.924	0.0831	0.197	0.123	0.357	1.000
3774	EIF4E	eukaryotic translation initiation factor 4E	350402	4	4	4	0	0	2	1	1	0	0	0.112	0.418	0.742	0.410	1.000	0.357	1.000
3775	GLCCI1	glucocorticoid induced transcript 1	670585	11	10	11	2	0	3	3	1	4	0	0.143	0.520	0.727	0.564	0.781	0.357	1.000
3776	KRTAP9-4	keratin associated protein 9-4	255600	4	4	4	2	0	3	0	0	1	0	0.776	0.773	0.633	0.0515	0.144	0.357	1.000
3777	ATP13A2	ATPase type 13A2	1698165	11	11	11	1	2	6	0	2	1	0	0.938	0.0787	0.0582	0.543	0.120	0.357	1.000
3778	ANAPC1	anaphase promoting complex subunit 1	2380722	12	12	12	1	2	3	2	0	5	0	0.930	0.120	0.0962	0.358	0.121	0.357	1.000
3779	CELA3A	chymotrypsin-like elastase family, member 3A	446629	6	6	6	1	2	4	0	0	0	0	0.262	0.289	0.943	0.148	0.428	0.358	1.000
3780	UTS2R	urotensin 2 receptor	207269	4	4	4	1	3	0	0	0	1	0	0.214	0.575	0.409	0.594	0.525	0.358	1.000
3781	FGL1	fibrinogen-like 1	522014	5	5	5	1	1	2	1	1	0	0	0.264	0.594	0.321	0.403	0.425	0.358	1.000
3782	F5	coagulation factor V (proaccelerin, labile factor)	3685097	40	36	39	10	1	22	6	4	7	0	1.000	0.506	0.155	0.217	0.112	0.358	1.000
3783	SIRT4	sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)	521418	3	3	3	1	2	1	0	0	0	0	0.715	0.670	0.174	0.373	0.157	0.358	1.000
3784	RAB3IL1	RAB3A interacting protein (rabin3)-like 1	393893	6	6	6	0	0	2	3	0	1	0	0.121	0.167	0.699	0.844	0.926	0.358	1.000
3785	BCL9L	B-cell CLL/lymphoma 9-like	2109885	17	17	16	2	4	7	3	0	3	0	0.839	0.0781	0.0750	0.970	0.134	0.358	1.000
3786	SLC44A5	solute carrier family 44, member 5	1215384	29	27	29	6	2	11	6	5	5	0	0.164	0.280	0.858	0.305	0.684	0.358	1.000
3787	SOX30	SRY (sex determining region Y)-box 30	1029872	10	9	10	2	2	5	3	0	0	0	0.762	0.414	0.0891	0.687	0.147	0.358	1.000
3788	TAS2R42	taste receptor, type 2, member 42	514513	2	2	2	2	0	2	0	0	0	0	1.000	0.907	0.464	0.123	0.112	0.358	1.000
3789	PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	739214	5	5	5	5	0	1	2	1	1	0	0.994	0.972	0.0616	0.567	0.113	0.358	1.000
3790	ZNF736	zinc finger protein 736	293546	4	4	4	1	0	2	2	0	0	0	0.113	0.817	0.968	0.597	1.000	0.359	1.000
3791	CSPP1	centrosome and spindle pole associated protein 1	2073726	18	18	18	4	1	6	2	4	5	0	0.982	0.571	0.0633	0.806	0.115	0.359	1.000
3792	RFPL3	ret finger protein-like 3	524290	7	7	7	1	0	2	4	1	0	0	0.176	0.449	0.385	0.908	0.639	0.359	1.000
3793	RAB18	RAB18, member RAS oncogene family	316452	4	2	4	0	0	3	1	0	0	0	0.435	0.495	0.509	0.105	0.259	0.359	1.000
3794	CAPN10	calpain 10	1025675	8	8	8	4	1	4	0	1	2	0	0.998	0.818	0.180	0.0969	0.113	0.359	1.000
3795	ARGFX	arginine-fifty homeobox	459393	7	6	7	2	0	5	2	0	0	0	0.367	0.688	0.138	0.589	0.307	0.359	1.000
3796	WASF1	WAS protein family, member 1	925100	10	10	10	1	1	3	5	0	1	0	0.202	0.341	0.544	0.231	0.559	0.359	1.000
3797	EMB	embigin homolog (mouse)	488220	3	3	3	0	0	2	0	1	0	0	0.583	0.469	0.332	0.156	0.194	0.359	1.000
3798	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta isoform	719370	8	8	7	2	1	1	2	0	4	0	0.438	0.508	0.112	0.663	0.258	0.359	1.000
3799	SLC35B4	solute carrier family 35, member B4	514943	3	3	3	1	0	1	0	0	2	0	0.637	0.768	0.107	0.652	0.177	0.359	1.000
3800	PI16	peptidase inhibitor 16	690694	5	5	5	1	0	3	1	1	0	0	0.740	0.487	0.0836	0.573	0.153	0.359	1.000
3801	NLRP9	NLR family, pyrin domain containing 9	1596420	19	17	19	7	1	6	7	2	3	0	0.998	0.787	0.0656	0.578	0.113	0.359	1.000
3802	FETUB	fetuin B	639185	5	5	5	1	1	1	1	1	1	0	0.512	0.483	0.481	0.0856	0.221	0.359	1.000
3803	ZNF165	zinc finger protein 165	800780	6	6	6	6	2	1	1	0	2	0	0.962	0.998	0.0755	0.374	0.117	0.359	1.000
3804	SLC6A1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	980523	9	8	9	4	1	2	3	0	3	0	0.984	0.857	0.0948	0.114	0.115	0.359	1.000
3805	CAPN11	calpain 11	1064935	13	13	13	1	0	8	3	2	0	0	0.270	0.0933	0.298	0.350	0.418	0.360	1.000
3806	IL10RB	interleukin 10 receptor, beta	519336	6	6	6	0	0	1	2	1	2	0	0.113	0.334	0.862	0.498	1.000	0.360	1.000
3807	ADAM33	ADAM metallopeptidase domain 33	786127	17	15	17	8	3	7	5	1	1	0	0.998	0.783	0.0600	0.378	0.113	0.360	1.000
3808	HOXA11	homeobox A11	399254	5	4	5	2	0	3	1	1	0	0	0.797	0.686	0.454	0.0590	0.142	0.360	1.000
3809	SPATA6	spermatogenesis associated 6	791118	9	9	9	1	2	4	1	0	2	0	0.122	0.366	0.944	0.574	0.927	0.360	1.000
3810	RP1L1	retinitis pigmentosa 1-like 1	3749875	120	94	119	29	13	69	19	7	12	0	0.532	0.0352	0.117	0.450	0.213	0.360	1.000
3811	MEOX1	mesenchyme homeobox 1	381620	3	3	3	4	0	2	0	0	1	0	0.905	0.981	0.0657	0.773	0.125	0.360	1.000
3812	WBSCR17	Williams-Beuren syndrome chromosome region 17	973699	33	32	33	10	5	22	2	3	1	0	0.994	0.205	0.136	0.139	0.114	0.360	1.000
3813	PEX13	peroxisome biogenesis factor 13	616929	4	4	4	0	0	1	1	2	0	0	0.567	0.316	0.332	0.132	0.200	0.360	1.000
3814	TPD52L3	tumor protein D52-like 3	278337	3	3	3	4	1	2	0	0	0	0	1.000	0.986	0.382	0.0696	0.113	0.360	1.000
3815	RYR1	ryanodine receptor 1 (skeletal)	7425322	111	91	111	33	33	32	21	11	12	2	1.000	0.135	0.0493	0.722	0.113	0.360	1.000
3816	DGAT2L6	diacylglycerol O-acyltransferase 2-like 6	492789	3	3	3	0	0	2	0	0	1	0	0.717	0.355	0.0642	0.858	0.158	0.360	1.000
3817	SLA	Src-like-adaptor	453429	6	6	6	0	0	3	2	0	1	0	0.208	0.173	0.848	0.264	0.545	0.360	1.000
3818	COX5B	cytochrome c oxidase subunit Vb	162541	2	2	2	0	0	0	1	1	0	0	0.250	0.654	0.0318	0.633	0.455	0.361	1.000
3819	HOXA2	homeobox A2	539142	12	11	12	3	2	9	0	0	1	0	0.152	0.385	0.654	0.432	0.748	0.361	1.000
3820	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	776431	2	2	2	0	0	1	0	0	1	0	0.969	0.836	0.277	0.0914	0.117	0.361	1.000
3821	CENPE	centromere protein E, 312kDa	4290883	27	24	26	5	1	7	9	7	3	0	1.000	0.438	0.151	0.185	0.114	0.361	1.000
3822	ALX4	aristaless-like homeobox 4	456821	8	8	8	3	2	4	1	1	0	0	0.560	0.600	0.138	0.420	0.203	0.361	1.000
3823	GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	1806078	11	11	11	3	0	3	3	2	3	0	0.996	0.611	0.143	0.130	0.114	0.361	1.000
3824	ADAM29	ADAM metallopeptidase domain 29	1341882	21	20	20	4	0	12	3	3	3	0	0.442	0.447	0.148	0.502	0.258	0.361	1.000
3825	KRTAP12-1	keratin associated protein 12-1	160769	3	3	3	0	0	2	0	0	1	0	0.189	0.325	0.877	0.206	0.604	0.361	1.000
3826	GLMN	glomulin, FKBP associated protein	992954	3	3	3	1	0	0	2	0	1	0	0.946	0.885	0.149	0.205	0.120	0.361	1.000
3827	PBOV1	prostate and breast cancer overexpressed 1	166431	1	1	1	0	0	0	1	0	0	0	0.362	0.846	NaN	NaN	NaN	0.362	1.000
3828	CREG2	cellular repressor of E1A-stimulated genes 2	241420	4	4	4	1	1	2	0	0	1	0	0.114	0.724	0.786	0.959	1.000	0.362	1.000
3829	RREB1	ras responsive element binding protein 1	2378316	19	18	18	7	4	2	7	3	3	0	1.000	0.601	0.0465	0.925	0.114	0.362	1.000
3830	SERINC2	serine incorporator 2	679315	3	3	3	0	2	0	1	0	0	0	0.926	0.339	0.0625	0.343	0.123	0.362	1.000
3831	CBX2	chromobox homolog 2 (Pc class homolog, Drosophila)	903858	8	8	8	3	4	3	0	1	0	0	0.950	0.490	0.745	0.0247	0.120	0.362	1.000
3832	LRTM2	leucine-rich repeats and transmembrane domains 2	570071	13	13	12	3	3	3	4	1	2	0	0.114	0.361	0.784	0.964	1.000	0.362	1.000
3833	SPTBN4	spectrin, beta, non-erythrocytic 4	2611015	30	28	30	10	6	12	6	3	3	0	1.000	0.441	0.882	0.0410	0.114	0.362	1.000
3834	DYNLT3	dynein, light chain, Tctex-type 3	159277	1	1	1	0	0	0	1	0	0	0	0.363	0.852	NaN	NaN	NaN	0.363	1.000
3835	YIPF5	Yip1 domain family, member 5	432271	4	4	4	1	0	3	1	0	0	0	0.413	0.782	0.173	0.623	0.277	0.363	1.000
3836	TGFBR3	transforming growth factor, beta receptor III	1375836	19	18	19	3	0	9	3	0	7	0	0.200	0.235	0.406	0.519	0.573	0.363	1.000
3837	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	1582693	8	7	8	1	0	4	1	1	2	0	0.969	0.506	0.236	0.0352	0.118	0.363	1.000
3838	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1	412324	6	6	6	0	0	2	2	1	1	0	0.124	0.249	0.785	0.555	0.925	0.363	1.000
3839	VRK3	vaccinia related kinase 3	789570	7	7	7	0	0	4	2	0	1	0	0.473	0.111	0.146	0.714	0.243	0.363	1.000
3840	HLA-A	major histocompatibility complex, class I, A	590716	8	8	8	1	3	2	0	0	3	0	0.122	0.197	0.636	0.752	0.941	0.363	1.000
3841	ARL4D	ADP-ribosylation factor-like 4D	299093	4	4	4	0	3	1	0	0	0	0	0.277	0.224	0.384	0.157	0.415	0.363	1.000
3842	KDM3B	lysine (K)-specific demethylase 3B	2816130	20	19	20	6	1	10	6	0	3	0	1.000	0.666	0.0867	0.232	0.115	0.364	1.000
3843	LDHB	lactate dehydrogenase B	562646	4	4	4	1	0	2	0	1	1	0	0.581	0.668	0.626	0.0533	0.198	0.364	1.000
3844	PRSS22	protease, serine, 22	452312	5	5	5	0	0	2	2	0	1	0	0.353	0.208	0.757	0.100	0.326	0.364	1.000
3845	DAK	dihydroxyacetone kinase 2 homolog (S. cerevisiae)	916012	4	4	4	5	2	0	0	1	1	0	0.999	0.979	0.0522	0.648	0.115	0.364	1.000
3846	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	314017	4	4	4	1	1	0	1	1	1	0	0.148	0.616	0.722	0.822	0.777	0.364	1.000
3847	WWC1	WW and C2 domain containing 1	1695809	13	11	13	5	3	1	2	3	4	0	0.999	0.725	0.0740	0.280	0.115	0.364	1.000
3848	CLSPN	claspin homolog (Xenopus laevis)	2225175	10	10	10	2	1	4	3	1	1	0	0.997	0.608	0.0603	0.790	0.115	0.364	1.000
3849	C10orf55	chromosome 10 open reading frame 55	120853	1	1	1	0	0	0	0	1	0	0	0.364	0.782	NaN	NaN	NaN	0.364	1.000
3850	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	6014563	92	73	90	22	3	46	21	7	14	1	1.000	0.451	0.0649	0.629	0.115	0.364	1.000
3851	SLC25A38	solute carrier family 25, member 38	512640	4	4	4	1	0	3	0	1	0	0	0.628	0.575	0.141	0.287	0.184	0.364	1.000
